Song,Artist,Average_Rank,Max_Rank,First_Week_on_Board,First_Rank_on_Board,Last_Week_on_Board,Last_Rank_on_Board,Weeks_on_Board,track_id,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,tag,year,views,features,lyrics,id
Jesus Piece,The Game,84.2,6,2012-12-26,6,2013-04-03,169,15,1TT9cxHxX2C2F4g6oiwBLI,0,09Sk9o4ak6tFAwEhdzF6qN,Jesus Piece (Deluxe),2012-01-01,Contemporary Hip Hop,68y3WoFJMMKDHUIpqCnoM3,rap,southern hip hop,0.486,0.655,7,-7.709,1,0.302,0.0628,0,0.733,0.249,82.241,233880,rap,2012,178267,"{""Kanye West"",Common}","[Verse 1: Game]
Tell 'em pray for me
It was God that brought Dre to me
Even brought the nigga Kanye for me
Bless - but them niggas shot Big
Made a nigga feel ashamed of the the city where he live
Make a nigga hate the logo on the Dodger cap
Thinking back to that Bimmer, wish my nigga Pac was strapped
But I'm dreaming Las Vegas Boulevard, Afeni's son's bullet scars
Everybody king of Diamonds until the feds pull they cards
Not the deck though
Hip-hop was better off when it was just Dre, Scarface, and Esco
Memoirs of the gold chain
It's a cold game nigga, Johnny Coltrane
Black Versaces with the gold frame
Nigga said he sold 'caine that's a bold claim
14 had a brain that could throw flames
So strange, have to blow they mind, Cobain

[Chorus: Game & Kanye West]
Mama forgive me cause I'm tryna make a living, hah
Them niggas hatin' cause that Royce Phantom killing, hah
Niggas shining like they hanging from the ceiling, hah
Me and 'Ye killing (Something like my Jesus piece, hah)
Lord willin', I see a billion
'Til then, I let my nuts hang (Something like my Jesus piece, hah)
Throw them suicide doors up
And let that Holy Ghost swang (Something like my Jesus piece, hah)
[Verse 2: Game]
That's the crack music, nigga
Never spit a verse cause I was making trap music, nigga
I'm not an army, I'm a movement
The flow is water, Andre tried to Ice Cube him
Ice Cubin', roof translucent
Chick on my side tryna get my Trues loose
When I'm talkin' 'bout God, she 'posed to bow her head
Now she all on the blog, steady postin' 'bout her head
Got me thinking like a father, is the world safe?
Got me clinging to my daughter like shark fins in water
Rocks in my ears sunk the Titanic
This is my life and it's exactly how I planned it, damn it
God says everything happens for a reason
I seen four seasons at The Four Seasons
Take that chinchilla off, poor kids is freezing
Cookin' up in the same pot they ain't got to pee in

[Chorus: Game & Kanye West]
Mama forgive me cause I'm tryna make a living, hah
Them niggas hatin' cause that Royce Phantom killing, hah
Niggas shining like they hanging from the ceiling, hah
Me and 'Ye killing (Something like my Jesus piece, hah)
Lord willin', I see a billion
'Til then, I let my nuts hang (Something like my Jesus piece, hah)
Throw them suicide doors up
And let that Holy Ghost swang (Something like my Jesus piece, hah)
[Verse 3: Common]
Pieces on gold leashes
Cruisers, around greases make them cohesive
I'm the sun shining with God features
Draw closer to a true blood bleeder, soul of a southern preacher
Went from dinner with bottom feeders to world leaders
We throw the peace up, knowing that the world need us
Eagerness to live life and see the bright lights
To sacrifices we made it's sorta Christ-like
At the after party thinking what the afterlife's like
He paid for our sins, is it really priced right?
Fuck it, I see the light, broads, they see the light
Can't deny my Jesus piece that’s so Peter-like
Chicks crow for dough, get low for mo'
A convo piece, she end up at the condo
Another Jane Doe or a golden angel
Pendant on an angle, watch the chain glow

[Chorus: Game & Kanye West]
Mama forgive me cause I'm tryna make a living, hah
Them niggas hatin' cause that Royce Phantom killing, hah
Niggas shining like they hanging from the ceiling, hah
Me and 'Ye killing (Something like my Jesus piece, hah)
Lord willin', I see a billion
'Til then, I let my nuts hang (Something like my Jesus piece, hah)
Throw them suicide doors up
And let that Holy Ghost swang (Something like my Jesus piece, hah)",97994
Kaputt,Destroyer,62,62,2011-02-09,62,2011-02-09,62,1,56dIfld2EW00CPbB3zA6GE,49,4WtvNVR7QeHUZGtHth9zND,Kaputt,2011-01-25,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,pop,dance pop,0.647,0.721,4,-8.918,1,0.0341,0.0755,0.121,0.169,0.546,109.967,377973,rock,2011,21751,{},"Wasting your days
Chasing some girls, alright
Chasing cocaine
Through the backrooms of the world
All night
Wasting your days
Chasing some girls alright
Chasing cocaine
Through the backrooms of the world
All night

Sounds
Smash hits
Melody maker
NME
All sound like a dream to me
All sound like a dream to me
All sounds like a dream

Sounds
Smash hits
Melody maker
NME
All sound like a dream to me
All sound like a dream to me
All sounds like a dream
Step out of your toga
And into the fog
You are a prince
On the ocean
In a pinch
In the sky
In your eye

Step out of your toga
And into the ocean
Look, they got your prints
On the fog
In a pinch
In the sky
In your eye

In the sky
In your eye

In a pinch
In the sky
In your eye

I wrote a song for America
Who knew?
I wrote a song for America
Who knew?
Who knew?",63147
Laid,James,127.3076923076923,72,1994-01-26,137,1994-08-31,196,26,2CdS3DRqWR5LAhy4hM5X9W,64,5pALyxshOPc8LLKggzNvQe,Laid,1993,The Sound of Permanent Wave,4EYSGTuqe9cVfSVpX4gtGv,rock,permanent wave,0.457,0.909,0,-9.451,1,0.0317,0.0016,2.76e-4,0.135,0.755,115.998,156667,rock,1993,94613,{},"[Verse 1]
This bed is on fire
With passionate love
The neighbours complain about the noises above
But she only comes when she's on top

[Verse 2]
My therapist said not to see you no more
She said you're like a disease without any cure
She said I'm so obsessed that I'm becoming a bore, oh no
Ah, you think you're so pretty

[Verse 3]
Caught your hand inside a till
Slammed your fingers in the door
Fought with kitchen knives and skewers
Dressed me up in women's clothes
Messed around with gender roles
Line my eyes and call me pretty

[Verse 4]
Moved out of the house, so you moved next door
I locked you out, you cut a hole in the wall
I found you sleeping next to me, I thought I was alone
You're driving me crazy, when are you coming home
[Outro]
Laid
Laid",380956
Layla,Derek & The Dominos,83.05194805194805,16,1970-11-18,195,1977-02-23,183,77,1KDsONFxp3YtnJTaLeWFIi,43,28Cz12vvLOxYkqzXNwAbnl,Complete Clapton,2007-10-09,Southern Rock/Classic Rock,0QUlq0LMDVXSBtbyYLTyZh,rock,classic rock,0.405,0.799,5,-6.615,1,0.0635,0.513,0.375,0.221,0.274,113.991,428387,NA,NA,NA,NA,NA,NA
Let's Get It On,Marvin Gaye,84.64516129032258,2,1973-09-12,28,2015-02-25,52,62,0jHkgTtTaqg5LNCiYDQPUB,62,6AmnVWOxXYucWxgidEgwhy,Let's Get It On,1973-08-28,Classic Rock Greatest Hits,6TeyryiZ2UEf3CbLXyztFA,rock,classic rock,0.55,0.611,3,-10.657,1,0.0443,0.0392,0,0.0631,0.626,168.512,290960,NA,NA,NA,NA,NA,NA
Let's Go All The Way,Sly Fox,73.0909090909091,31,1986-02-26,180,1986-07-23,165,22,2qxrA7khrMA6icoq9cn2wY,37,39Fjjtbpt4dvlBeN9SX95r,Guilty Pleasures,2010-08-24,80s Pop & Rock Hits and Album Tracks,0XOIK4m26aeYSD61E5nSVW,rock,album rock,0.632,0.718,5,-9.697,1,0.0389,0.0212,2.78e-4,0.321,0.743,98.279,307653,NA,NA,NA,NA,NA,NA
Love Will Keep Us Together,Captain & Tennille,91.24038461538461,2,1975-06-11,81,1977-06-01,200,104,10pcZvQ4QTKeHRvTUAeHVD,48,6ezk9jUCncL6Dx7fdO7JfB,Scrapbook,1999-01-01,70's Classic Rock,76lrxCrKrGDkDDf3SVPnl3,rock,classic rock,0.681,0.554,4,-10.333,1,0.0343,0.476,0,0.167,0.933,129.587,203600,pop,1975,23060,{},"[Verse 1]
Love
Love will keep us together
Think of me, babe whenever
Some sweet talking girl comes along
Singing his song
Don't mess around
You just got to be strong

[Chorus]
Just stop
Cause I really love you
Stop, I'll be thinking of you
Look in my heart
And let love keep us together

[Verse 2]
You
You belong to me now
Ain't gonna set you free now
When those girls start hanging around
Talking me down
Hear with your heart
And you won't hear a sound
[Chorus]
Just stop
Cause I really love you
Stop, I'll be thinking of you
Look in my heart
And let love keep us together

[Bridge]
Young and beautiful
Someday your looks will be gone
When the others turn you off
Who'll be turnin' you on
I will, I will, I will
I will, be there to share forever

Love will keep us together
I said it before
And I'll say it again
While others pretend
I need you now and I need you then

[Chorus]
Just stop
Cause I really love you
Stop, I'll be thinking of you
Look in my heart
And let love keep us together
Whatever
Whatever, I will, I will, I will, I will
You better stop
Cause I really love you
Stop, I've been thinkin' of you
Look in my heart
And let love keep us together
Whatever
Whatever, I will, I will, I will",622989
Mama Said Knock You Out,LL Cool J,64.88157894736842,16,1990-10-03,42,1992-03-18,178,76,6dQJI4hFolhMnZhSHxkuGc,42,75oGBjE0TVxgdiXhU6J20M,All World,1996-01-01,90s Gangsta Rap / Top Hip-hop Classics,0C2zyPdlkbWHrwVg9gqNdU,rap,gangster rap,0.79,0.781,10,-7.363,0,0.132,0.0382,0.556,0.333,0.607,102.37,287907,rap,1991,174013,{},"[Intro]
C'mon, man
And with the local DBC news
LL Cool J with a triumphant comeback
Word (But tonight—)

[Verse 1]
Don't call it a comeback, I been here for years
I'm rocking my peers, putting suckas in fear
Making the tears rain down like a monsoon
Listen to the bass go boom
Explosions, overpowering
Over the competition, I'm towering
Wrecking shop when I drop
These lyrics that'll make you call the cops
Don't you dare stare, you better move
Don't ever compare
Me to the rest that'll all get sliced and diced
Competition's paying the price

[Chorus]
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
[Verse 2]
Don't you call this a regular jam
I'm gonna rock this land
I'm gonna take this itty-bitty world by storm
And I'm just getting warm
Just like Muhammad Ali, they called him Cassius
Watch me bash this beat like a skull
That you know I had beef with
Why do you riff with me? The maniac psycho
And when I pull out my jammy get ready 'cause it might go blaow
How ya like me now?
The Ripper will not allow
You to get with, Mr. Smith, don't riff
Listen to my gear shift
I'm blasting, outlasting
Kinda like Shaft, so you could say I'm shafting
Olde English filled my mind
And I came up with a funky rhyme

[Chorus]
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh), breakdown
[Post-Chorus]
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie (Yeah)
Gangster boogie, gangster boogie (Yeah)
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie (Uh)
Gangster boogie, gangster boogie (Huh)

[Verse 3]
Shadow boxing when I heard you on the radio
Uh, I just don't know
What made you forget that I was raw?
But now I got a new tour
I'm going insane
Starting the hurricane, releasing pain
Letting you know that you can't gain
I maintain unless ya say my name
Ripping, killing, digging and drilling a hole
Pass the ol' gold

[Chorus]
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
[Verse 4]
Shotgun blasts are heard
When I rip and kill at will
The man of the hour, tower of power
I'll devour
I'm gonna tie you up and let you
Understand that I'm not your average man
When I got a jammy in my hand
Damn
Ooh, listen to the way I slay
Your crew
Damage, uh, damage, uh
Damage, uh, damage
Destruction, terror, and mayhem
Pass me a sissy-soft sucka, I'll slay him
Farmers (What?) Farmers (What?)
I'm ready (We ready)
I think I'm gonna bomb a town (Get down)
Don't you never, ever, pull my lever
'Cause I explode
And my nine is easy to load
I gotta thank God
'Cause he gave me the strength to rock hard

[Chorus]
Knock you out
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)
I'm gonna knock you out (Huh)
Mama said knock you out (Huh)

[Post-Chorus]
Gangster boogie, gangster boogie (Damn)
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie
Gangster boogie, gangster boogie

[Outro]
They all fell
They all—
The— They all fell
They all fell
I excel— They all fell
I excel— They all fell
I excel— They all fell
I excel",2315
Meds,Placebo,180,180,2006-04-19,180,2006-04-19,180,1,5fVTi3rIiLvsEVYp0cRvaI,55,7cfTTszDP3KgMjtxhE8Re7,Meds,2006-03-13,L' ALBUM ROCK,0jilq2XZP9F2fwzp2k6iXK,rock,album rock,0.512,0.909,4,-4.643,0,0.104,0.0975,2e-4,0.0943,0.283,155.139,175387,rock,2006,38027,"{""Alison Mosshart""}","I was alone, falling free
Trying my best not to forget
What happened to us, what happened to me
What happened as I let it slip

I was confused by the powers that be
Forgetting names and faces
Passers by, were looking at me
As if they could erase it

Baby...did you forget to take your meds?
Baby...did you forget to take your meds?

I was alone, staring over the ledge
Trying my best not to forget
All manner of joy, all manner of glee
And our one heroic pledge

How it mattered to us, how it mattered to me
And the consequences
I was confused, by the birds and the bees
Forgetting if I meant it
Baby..did you forget to take your meds?
Baby..did you forget to take your meds?
Baby..did you forget to take your meds?
Baby..did you forget to take your meds?

And the sex and the drugs, and the complications
And the sex and the drugs, and the complications
And the sex and the drugs, and the complications
And the sex and the drugs, and the complications

Baby..did you forget to take you meds?
Baby..did you forget to take you meds?
Baby..did you forget to take you meds?
Baby..did you forget to take you meds?
Baby..did you forget to take you meds?
Baby..did you forget to take you meds?

I was alone, falling free, trying my best not to forget",594064
Mi Tierra,Gloria Estefan,109.93478260869566,27,1993-07-07,41,1994-06-15,180,46,41LiGcvaTkXHyPjfsxKvWv,55,2K2yvhTFeRBZdDboSQzFAJ,Mi Tierra,1993-06-03,This Is Gloria Estefan,37i9dQZF1DXarsfY89zXC6,latin,latin pop,0.77,0.668,1,-6.942,0,0.0399,0.151,0,0.0838,0.94,99.16,278333,pop,1993,7553,{},"De mi tierra bella, de mi tierra santa
Oigo ese grito de los tambores
Y los timbales al cumbanchar

Y ese pregón que canta un hermano
Que de su tierra vive lejano
Y que el recuerdo le hace llorar

Una canción que vive entonando
De su dolor, de su propio llanto
Y se le escucha penar

La tierra te duele, la tierra te da
En medio del alma cuando tú no estás
La tierra te empuja de raíz y cal
La tierra suspira si no te ve más

La tierra donde naciste
No la puedes olvidar
Porque tiene tus raíces
Y lo que dejas atrás
La tierra te duele, la tierra te da
En medio del alma cuando tú no estás

Siguen los pregones, la melancolía
Y cada noche junto a la luna
Sigue el guajiro entonando el son

Y cada calle que va a mi pueblo
Tiene un quejido, tiene un lamento
Tiene nostalgia como su voz

Y esa canción que sigue entonando
Corre en la sangre y sigue llegando
Con más fuerza al corazón

La tierra te duele, la tierra te da
En medio del alma cuando tú no estás
La tierra te empuja de raíz y cal
La tierra suspira si no te ve más

Tiene un quejido, tiene un lamento
Nunca la olvido
La llevo en mi sentimiento, ¡sí señor!
Oigo ese grito, vive el recuerdo
Corre en mi sangre
La llevo por dentro ¡como no!
Canto de mi tierra bella y santa
Sufro ese dolor que hay en su alma
Aunque esté lejos yo la siento
Y un día regreso, yo lo sé

Siguen los pregones, la melancolía
Y cada noche junto a la luna
Sigue el guajiro entonando el son

Y cada calle que va a mi pueblo
Tiene un quejido, tiene un lamento
Tiene nostalgia como su voz

Y esa canción que sigue entonando
Corre en la sangre y sigue llegando
Con más fuerza al corazón

La tierra te duele, la tierra te da
En medio del alma cuando tú no estás
La tierra te empuja de raíz y cal
La tierra suspira si no te ve más",248014
Misty Blue,Dorothy Moore,70.56521739130434,29,1976-05-26,81,1976-10-27,148,23,20JcxdRw8gvqTY1EEpYxHb,51,3Zduho0YRag4bzsjSVGF0t,Misty Blue,1976-03-01,The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.,1S7BckuYIkEazeNKOSM0uA,r&b,urban contemporary,0.394,0.243,3,-14.664,1,0.0302,0.658,0.00603,0.085,0.504,173.365,222400,rb,1976,10217,{},"Oh, it's been such a long, long time
Looks like I'd get you off my mind
Oh, but I can't
Just the thought of you
Turns my whole world misty blue

Oh honey, just the mention of your name
Turns the flicker to a flame
Listen to me good, baby
I think of the things we used to do
And my whole world turns misty blue

Ooooh baby, I should forget you
Heaven knows I tried
Baby, when I say that I'm glad we're through
Deep in my heart I know I've lied
I've lied, I've lied

Ooooh honey, it's been such a long, long time
Looks like I'd get you off my mind
But I can't
Just the thought of you, my love
My whole world turns misty blue
Ooooh, Oh, I can't, Oh, I can't
Oh, I can't forget you
My whole world turns misty blue
Ooooh, Oh, my love
My whole world turns misty blue
Baby, baby, baby, baby
Baby, I can't forget you
My whole world turns misty blue",1575719
